Label	Weight	Text
l_general	2.218605	optar por cualquiera de ellos
l_general	2.218605	no hagas eso
l_general	2.218605	está hecho
l_general	2.218605	quiero elegir el inferior elección
l_general	2.218605	seleccione la primera
l_general	2.218605	quiero elegir tercero
l_general	2.218605	muéstrame el anterior
l_general	2.218605	terminó
l_general	2.218605	lo que después de que
l_general	2.218605	dejar de hablar
l_general	2.218605	quiero hablar con un humano real
l_general	2.218605	seleccionar una opción aleatoria
l_general	2.218605	no importa cancelar que
l_general	2.218605	atrás
l_general	2.218605	quiero que el segundo
l_general	2.218605	mi dios cállate
l_general	2.218605	ninguno de ellos
l_general	2.218605	me gusta arriba a la derecha
l_general	2.218605	lo que es antes de que
l_general	2.218605	seleccionar cualquiera de ellos
l_general	2.218605	iniciarlo
l_general	2.218605	empezar de nuevo
l_general	2.218605	dejar
l_general	2.218605	me gusta el primero
l_general	2.218605	optar por el izquierda una
l_general	2.218605	ir a los siguientes tres artículos
l_general	2.218605	optar por el segundo
l_general	2.218605	uno anterior
l_general	2.218605	¿podría decirlo de nuevo
l_general	2.218605	ninguno ninguno
l_general	2.218605	detener por favor
l_general	2.218605	contactar con el soporte
l_general	2.218605	todo terminado
l_general	2.218605	no cancelar que
l_general	2.218605	volver al último paso
l_general	2.218605	terminado con
l_general	2.218605	no no cancelar
l_general	2.218605	mostrar las siguientes dos opciones
l_general	2.218605	quiero hablar con un humano
l_general	2.218605	cancelar no importa
l_general	2.218605	cualquier ayuda
l_general	2.218605	dios cállate
l_general	2.218605	seleccione inferior una
l_general	2.218605	seleccione la arriba a la derecha
l_general	2.218605	me gusta izquierda una
l_general	2.218605	ni uno
l_general	2.218605	repetir que
l_general	2.218605	cállate silencio
l_general	2.218605	no cancelar cancelar
l_general	2.218605	seleccione la última opción
l_general	2.218605	por favor, empiece de nuevo
l_general	2.218605	lo que antes de que
l_general	2.218605	optar por izquierda
l_general	2.218605	nada no importa
l_general	2.218605	lo que sigue
l_general	2.218605	repetir
l_general	2.218605	no no cancelarlo
l_general	2.218605	quiero elegir abajo a la derecha
l_general	2.218605	quiero elegir la última opción
l_general	2.218605	empezar de más de
l_general	2.218605	parada ok parada
l_general	2.218605	cancelar cancelar
l_general	2.218605	no se calla ahora
l_general	2.218605	ni uno de ellos
l_general	2.218605	no volver a
l_general	2.218605	necesito ayuda humana real
l_general	2.218605	salida salida
l_general	2.218605	vete
l_general	2.218605	¿cuál es el próximo 2
l_general	2.218605	volver por favor
l_general	2.218605	no quiero seleccionar uno
l_general	2.218605	volver a
l_general	2.218605	oh cancelar
l_general	2.218605	hablar con un humano
l_general	2.218605	cancelarlo
l_general	2.218605	decir que de nuevo
l_general	2.218605	seleccione cualquier opción
l_general	2.218605	dame un poco de ayuda
l_general	2.218605	no hacer nada
l_general	2.218605	elija el arriba a la derecha una
l_general	2.218605	cancelar que
l_general	2.218605	volver al último
l_general	2.218605	se ven mal, ¿puedes darme otras opciones
l_general	2.218605	servicio humano
l_general	2.218605	en ninguna parte sólo estar tranquilo
l_general	2.218605	enviar
l_general	2.218605	cancelado
l_general	2.218605	nadie le importa dejar de hablar
l_general	2.218605	apague la parada
l_general	2.218605	cualquiera de ella
l_general	2.218605	¿hay alguna ayuda
l_general	2.218605	mostrar el siguiente
l_general	2.218605	podría empezar más
l_general	2.218605	no he escuchado
l_general	2.218605	necesito ir a la siguiente
l_general	2.218605	mente de los nervios
l_general	2.218605	próxima
l_general	2.218605	mostrar los próximos 3
l_general	2.218605	ir a la anterior
l_general	2.218605	mostrar los siguientes 4 artículos
l_general	2.218605	puedo hablar con una persona
l_general	2.218605	olvídalo
l_general	2.218605	optar por la segunda opción
l_general	2.218605	no importa cancelar
l_general	2.218605	lo que está después de que
l_general	2.218605	parada de salida
l_general	2.218605	¿hay algún humano real
l_general	2.218605	cómo
l_general	2.218605	elegir último
l_general	2.218605	seleccione superior
l_general	2.218605	vamos a parar
l_general	2.218605	seguir adelante
l_general	2.218605	quiero parte inferior
l_general	2.218605	ha terminado
l_general	2.218605	por favor ayuda
l_general	2.218605	quiero elegir el izquierda una
l_general	2.218605	seleccionar tercero
l_general	2.218605	que me puede ayudar
l_general	2.218605	elija no. 2
l_general	2.218605	pasar a la siguiente
l_general	2.218605	quiero derecho una
l_general	2.218605	elegir arriba a la derecha
l_general	2.218605	quiero tercer uno
l_general	2.218605	ni gracias
l_general	2.218605	oh no hagas eso
l_general	2.218605	me gusta la tercera
l_general	2.218605	abrir ayuda
l_general	2.218605	¿qué pasa con el tercero
l_general	2.218605	lo
l_general	2.218605	apaga
l_general	2.218605	necesito ayuda
l_general	2.218605	cancelar
l_general	2.218605	todo listo
l_general	2.218605	elegir el cuarto uno
l_general	2.218605	no no no no dejar de hablar
l_general	2.218605	claro y empezar de nuevo
l_general	2.218605	otra vez
l_general	2.218605	me gusta la tercera opción
l_general	2.218605	optar por uno aleatorio
l_general	2.218605	servicio al cliente
l_general	2.218605	optar por el inferior elección
l_general	2.218605	sólo ser
l_general	2.218605	despedir
l_general	2.218605	no importa dejar de
l_general	2.218605	sólo cállate
l_general	2.218605	tranquilo
l_general	2.218605	traer el anterior
l_general	2.218605	yo no oí repetir de nuevo
l_general	2.218605	¿qué pasa con la última
l_general	2.218605	nada por favor
l_general	2.218605	mostrar el anterior
l_general	2.218605	quiero ninguno de ellos
l_general	2.218605	elegir arriba a la derecha una
l_general	2.218605	¿hay alguna persona con la que pueda hablar
l_general	2.218605	no quiero elegir uno
l_general	2.218605	necesito servicio al cliente manual
l_general	2.218605	callado
l_general	2.218605	simplemente cancelarlo
l_general	2.218605	quiero que el derecho una
l_general	2.218605	dar vuelta a la página
l_general	2.218605	ninguno de ellos gracias
l_general	2.218605	alguien está bien
l_general	2.218605	algo de ayuda
l_general	2.218605	estar tranquilo ahora
l_general	2.218605	empezar por encima de ella
l_general	2.218605	terminado
l_general	2.218605	nada
l_general	2.218605	no cancelarlo
l_general	2.218605	volver a la anterior
l_general	2.218605	elegir la primera opción
l_general	2.218605	quiero la primera
l_general	2.218605	ir a la siguiente
l_general	2.218605	por favor no hacer nada
l_general	2.218605	contacte con el servicio al cliente
l_general	2.218605	ayuda
l_general	2.218605	ninguno de los
l_general	2.218605	terminar
l_general	2.218605	puede ayudar a
l_general	2.218605	¿cómo puedo conseguirlo
l_general	2.218605	seleccionar cuarto uno
l_general	2.218605	no sea silencioso
l_general	2.218605	¿qué hay de la próxima
l_general	2.218605	sin parar
l_general	2.218605	dije que pare
l_general	2.218605	quiero elegir el cuarto
l_general	2.218605	me gusta el parte inferior una
l_general	2.218605	quiero la cuarta opción
l_general	2.218605	quiero elegir derecho
l_general	2.218605	vuelve
l_general	2.218605	elija el arriba a la izquierda elección
l_general	2.218605	me gusta segundo
l_general	2.218605	quiero cuarto
l_general	2.218605	no no volver a
l_general	2.218605	seleccione la inferior una
l_general	2.218605	me refiero a dejar de escuchar
l_general	2.218605	no cancelar
l_general	2.218605	ninguno de estos
l_general	2.218605	¿cuál es el anterior
l_general	2.218605	enviarlo
l_general	2.218605	anterior por favor
l_general	2.218605	qué has dicho
l_general	2.218605	tranquilo ahora
l_general	2.218605	elegir último uno
l_general	2.218605	optar por primero uno
l_general	2.218605	seleccione cualquier
l_general	2.218605	quiero elegir un segundo
l_general	2.218605	quiero más
l_general	2.218605	oh mi dios cállate
l_general	2.218605	seleccione la tercera
l_general	2.218605	cualquier uno está bien
l_general	2.218605	¿qué pasa después
l_general	2.218605	simplemente cancelar
l_general	2.218605	lo siento
l_general	2.218605	seleccione no. 5
l_general	2.218605	cállate tranquilo
None	47.7	quiero a todos ellos
None	47.7	todos ellos
None	47.7	quiero a todos ellos
None	47.7	quiero a todos ellos
None	47.7	quiero a todos ellos
