Label	Weight	Text
l_general	2.227907	quiero elegir el primero
l_general	2.227907	optar por izquierda
l_general	2.227907	quiero izquierda
l_general	2.227907	¿qué pasa después
l_general	2.227907	mostrar las siguientes dos opciones
l_general	2.227907	elegir la primera opción
l_general	2.227907	repetir que
l_general	2.227907	dejar de hablar
l_general	2.227907	sólo cállate
l_general	2.227907	lo que después de que
l_general	2.227907	cualquiera de ella
l_general	2.227907	dios cállate
l_general	2.227907	quiero elegir parte inferior una
l_general	2.227907	quiero elegir abajo a la derecha
l_general	2.227907	no importa dejar de
l_general	2.227907	seguir adelante
l_general	2.227907	cancelarlo
l_general	2.227907	lo siento
l_general	2.227907	seleccionar tercero
l_general	2.227907	mostrar el anterior
l_general	2.227907	cualquier uno está bien
l_general	2.227907	qué has dicho
l_general	2.227907	que me puede ayudar
l_general	2.227907	seleccione la parte inferior elección
l_general	2.227907	optar por la segunda opción
l_general	2.227907	¿hay algún humano real
l_general	2.227907	estoy hecho
l_general	2.227907	servicio al cliente
l_general	2.227907	cállate
l_general	2.227907	seleccionar cualquiera de ellos
l_general	2.227907	me gusta la tercera opción
l_general	2.227907	quiero que el izquierda
l_general	2.227907	nada
l_general	2.227907	en ninguna parte sólo estar tranquilo
l_general	2.227907	quiero cuarto
l_general	2.227907	optar por el último
l_general	2.227907	ni gracias
l_general	2.227907	puedo hablar con una persona
l_general	2.227907	no volver a
l_general	2.227907	oh no hagas eso
l_general	2.227907	seleccione la última opción
l_general	2.227907	empezar de nuevo
l_general	2.227907	optar por cualquiera de ellos
l_general	2.227907	por favor regrese
l_general	2.227907	necesito ayuda
l_general	2.227907	ir a los siguientes tres artículos
l_general	2.227907	ninguno de ellos
l_general	2.227907	cancelar aplicación
l_general	2.227907	elija no. 2
l_general	2.227907	optar por primero uno
l_general	2.227907	optar por el izquierda una
l_general	2.227907	todo listo
l_general	2.227907	me puedes ayudar
l_general	2.227907	quiero que el inferior elección
l_general	2.227907	seleccionar cuarto uno
l_general	2.227907	sin parar
l_general	2.227907	cállate silencio
l_general	2.227907	muéstrame el anterior
l_general	2.227907	callado
l_general	2.227907	ninguno ninguno
l_general	2.227907	quiero hablar con un humano real
l_general	2.227907	me gusta izquierda una
l_general	2.227907	elegir último
l_general	2.227907	próxima
l_general	2.227907	quiero elegir el izquierda una
l_general	2.227907	por favor, empiece de nuevo
l_general	2.227907	quiero elegir el cuarto
l_general	2.227907	elegir arriba a la derecha una
l_general	2.227907	ni
l_general	2.227907	no cancelar cancelar
l_general	2.227907	¿hay alguna persona con la que pueda hablar
l_general	2.227907	podría empezar más
l_general	2.227907	por favor no hacer nada
l_general	2.227907	elija el abajo a la izquierda
l_general	2.227907	optar por uno aleatorio
l_general	2.227907	cualquier ayuda
l_general	2.227907	elija el arriba a la derecha una
l_general	2.227907	puede ayudar a
l_general	2.227907	quiero elegir el inferior elección
l_general	2.227907	quiero que el segundo
l_general	2.227907	perdón
l_general	2.227907	simplemente cancelar
l_general	2.227907	no sea silencioso
l_general	2.227907	cállate tranquilo
l_general	2.227907	ninguno ninguno de ellos
l_general	2.227907	abrir ayuda
l_general	2.227907	necesito ayuda humana real
l_general	2.227907	uno anterior
l_general	2.227907	me gusta el arriba a la derecha una
l_general	2.227907	necesito apoyo
l_general	2.227907	ninguno de ellos gracias
l_general	2.227907	dije que pare
l_general	2.227907	no importa cancelar que
l_general	2.227907	quiero elegir derecho
l_general	2.227907	no hacer nada
l_general	2.227907	traer el anterior
l_general	2.227907	me gusta el arriba a la derecha
l_general	2.227907	lo que es más
l_general	2.227907	repetir
l_general	2.227907	enviarlo
l_general	2.227907	bebé sólo estar tranquilo
l_general	2.227907	ha terminado
l_general	2.227907	algo de ayuda
l_general	2.227907	no cállate
l_general	2.227907	no quiero elegir uno
l_general	2.227907	quiero elegir la última opción
l_general	2.227907	oh cancelar
l_general	2.227907	necesito ir a la siguiente
l_general	2.227907	servicio humano
l_general	2.227907	contactar con el soporte
l_general	2.227907	final
l_general	2.227907	despedir
l_general	2.227907	reiniciarlo
l_general	2.227907	muéstrame el siguiente
l_general	2.227907	parada ok parada
l_general	2.227907	no cancelarlo
l_general	2.227907	contacte con el servicio al cliente
l_general	2.227907	dejar
l_general	2.227907	nada por favor
l_general	2.227907	reiniciar
l_general	2.227907	quiero la primera
l_general	2.227907	optar por derecho una
l_general	2.227907	elegir el cuarto uno
l_general	2.227907	seleccione cualquier opción
l_general	2.227907	ir a la siguiente
l_general	2.227907	decir otra vez por favor
l_general	2.227907	oh mi dios cállate
l_general	2.227907	seleccione la arriba a la derecha
l_general	2.227907	quiero la cuarta opción
l_general	2.227907	alguien está bien
l_general	2.227907	sólo ser
l_general	2.227907	seleccionar una opción aleatoria
l_general	2.227907	volver a la anterior
l_general	2.227907	hey detener
l_general	2.227907	quiero elegir el derecho
l_general	2.227907	te quiero para dejar de hablar
l_general	2.227907	mostrar más
l_general	2.227907	lo siento, no lo hagas
l_general	2.227907	lo que antes de que
l_general	2.227907	seleccione la tercera
l_general	2.227907	repetir por favor
l_general	2.227907	quiero más
l_general	2.227907	cómo hacerlo
l_general	2.227907	cancelar que
l_general	2.227907	seleccionar uno aleatorio
l_general	2.227907	hablar con un humano
l_general	2.227907	volver al último
l_general	2.227907	optar por el derecho
l_general	2.227907	seleccione superior
l_general	2.227907	quiero derecho una
l_general	2.227907	apague la parada
l_general	2.227907	mostrar anterior
l_general	2.227907	estar tranquilo ahora
l_general	2.227907	me gusta el parte inferior una
l_general	2.227907	terminado con
l_general	2.227907	empezar por encima de ella
l_general	2.227907	¿hay alguna persona real
l_general	2.227907	terminó
l_general	2.227907	volver por favor
l_general	2.227907	último paso
l_general	2.227907	no no no no dejar de hablar
l_general	2.227907	optar por el inferior elección
l_general	2.227907	¿cuál es el próximo 2
l_general	2.227907	no no importa
l_general	2.227907	tranquilo
l_general	2.227907	terminado
l_general	2.227907	vete
l_general	2.227907	cancelar no importa
l_general	2.227907	¿hay alguna ayuda
l_general	2.227907	seleccione inferior una
l_general	2.227907	dar vuelta a la página
l_general	2.227907	no hagas eso ya
l_general	2.227907	parada de salida
l_general	2.227907	volver al último paso
l_general	2.227907	quiero parte inferior
l_general	2.227907	seleccione la inferior una
l_general	2.227907	simplemente cancelarlo
l_general	2.227907	no no cancelar
l_general	2.227907	¿qué pasa con el tercero
l_general	2.227907	tranquilo ahora
l_general	2.227907	no no volver a
l_general	2.227907	me gusta el primero
l_general	2.227907	cómo
l_general	2.227907	¿cuál es el anterior
l_general	2.227907	empezar de más de
l_general	2.227907	elegir arriba a la derecha
l_general	2.227907	ninguno de los
l_general	2.227907	seleccione la derecho una
l_general	2.227907	volver a
l_general	2.227907	¿qué pasa con la última
l_general	2.227907	está hecho
l_general	2.227907	ninguno
